ArtistFamiliarity,ArtistHotness,ArtistID,ArtistLatitude,ArtistLongitude,ArtistLocation,ArtistName,Release,ReleaseID,SongID,SongHotness,Title,Danceability,Duration,EndOfFadeIn,Energy,Key,KeyConfidence,Loudness,Mode,ModeConfidence,StartOfFadeIn,Tempo,TimeSignature,TimeSignatureConfidence,TrackID,Year
0.3600311664643514,0.29626895431146333,b'ARGSJW91187B9B1D6B',35.21962,-80.01955,b'North Carolina',b'JennyAnyKind',b'I Need You',539081,b'SOQHXMF12AB0182363',0.0,b'Young Boy Blues',0.0,218.77506,2.125,0.0,5,0.354,-10.021,0,0.485,207.012,146.765,1,0.0,b'TRAAAVO128F93133D4',0
0.5451592956008632,0.35155586118563925,b'ARC43071187B990240',nan,nan,b'Wisner LA',b'Wayne Watson',b'The Way Home',163874,b'SOKEJEJ12A8C13E0D0',0.26586104921065007,b'The Urgency (LP Version)',0.0,245.21098,0.357,0.0,7,0.07,-7.545,1,0.686,227.48,117.975,4,0.835,b'TRAABCL128F4286650',0
0.5775089743252977,0.3794821702804675,b'ARL7K851187B99ACD2',nan,nan,b'',b'Andy Andy',b'Placer & Castigo',575792,b'SOMUYGI12AB0188633',0.0,b'La Culpa',0.0,226.35057,0.0,0.0,9,0.205,-6.632,1,0.305,221.553,130.04,4,0.0,b'TRAABDL12903CAABBA',0
0.08551204710857879,0.25193652476242323,b'ARHHO3O1187B989413',nan,nan,b'',b'Bob Azzam',b'Arrivederci',815863,b'SORAMLE12AB017C8B0',0.0,b'Auguri Cha Cha',0.0,191.84281,0.38,0.0,10,0.0,-7.75,0,0.198,188.424,137.334,1,0.319,b'TRAABJL12903CDCF1A',0
0.7766758556845541,0.5530719914619753,b'ARIK43K1187B9AE54C',nan,nan,b'Beverly Hills CA',b'Lionel Richie',b'Dancing On The Ceiling',25811,b'SOBONFF12A6D4F84D8',nan,b'Tonight Will Be Alright',0.0,307.3824,0.612,0.0,3,0.524,-8.346,1,0.533,296.658,125.197,3,0.211,b'TRAABJV128F1460C49',1986
0.6364236449500698,0.4479354804795022,b'ARD842G1187B997376',43.64856,-79.38533,b'Toronto Ontario Canada',b'Blue Rodeo',b'Outskirts',135122,b'SOHUOAP12A8AE488E9',0.4051157216913865,b'Floating',0.0,491.12771,0.0,0.0,7,1.0,-8.576,1,0.829,486.034,119.826,4,0.756,b'TRAABLR128F423B7E3',1987
0.4199431484349393,0.33080635685585685,b'ARIG6O41187B988BDD',37.16793,-95.84502,b'United States',b'Richard Souther',b'Cross Currents',149958,b'SOUQQEA12A8C134B1B',0.3347065490692206,b'High Tide',0.0,228.5971,0.223,0.0,8,0.041,-16.11,1,0.516,217.426,127.756,5,0.579,b'TRAABNV128F425CEE1',0
0.3632805711099885,0.30667609347902947,b'AR1ZHYZ1187FB3C717',nan,nan,b'',b'Faiz Ali Faiz',b'Panjtan Ka Ghulam',535188,b'SOILPQQ12AB017E82A',nan,b'Sohna Nee Sohna Data',0.0,599.24853,1.193,0.0,6,0.06,-8.032,1,0.346,591.999,99.273,4,0.158,b'TRAABRB128F9306DD5',0
0.7071997638379363,0.5134632897021558,b'ARYKCQI1187FB3B18F',nan,nan,b'',b'Tesla',b'Gold',372309,b'SOXLBJT12A8C140925',0.6841361912294903,b'Caught In A Dream',0.0,290.29832,0.145,0.0,7,0.725,-5.271,1,0.756,285.605,150.062,4,0.931,b'TRAABVM128F92CA9DC',2004
0.32031437017067216,0.0,b'ARNPAGP1241B9C7FD4',nan,nan,b'',b'lextrical',b'Whatever Happened To Boredom?',541101,b'SOZVMJI12AB01808AF',0.0,b'Synthetic Dream',0.0,165.69424,0.162,0.0,7,0.011,-6.787,1,0.568,157.391,138.331,4,0.127,b'TRAABXG128F9318EBD',0
0.39413853984589253,0.29153972708877773,b'ARQGYP71187FB44566',34.31109,-94.02978,b'Mineola AR',b'Jimmy Wakely',b'1942-1952 Jimmy Wakely',605134,b'SOWTBJW12AC468AC6E',nan,b'Broken-Down Merry-Go-Round',0.0,151.84934,2.827,0.0,1,0.799,-15.221,1,0.716,146.199,86.186,3,0.929,b'TRAABYN12903CFD305',0
0.4898162689820407,0.3285530150180186,b'ARI3BMM1187FB4255E',38.8991,-77.029,b'Washington',b'Alice Stuart',b'All The Good Times',239740,b'SOBEBDG12A58A76D60',0.0,b'Kassie Jones',0.0,220.78649,0.206,0.0,11,0.809,-8.514,1,0.521,207.656,110.382,1,0.192,b'TRAABYW128F4244559',0
0.6774204652262298,0.37825468551016656,b'AR5KOSW1187FB35FF4',49.80388,15.47491,b'Dubai UAE',b'Elena',b'Un cafe_ setanta matins',386995,b'SOZCTXZ12AB0182364',0.3135621142479342,b'Setanta matins',0.0,269.58322,0.0,0.0,2,0.596,-8.05,1,0.666,256.168,111.874,4,1.0,b'TRAACCG128F92E8A55',0
0.839962768151037,0.5418889720336469,b'ARMAC4T1187FB3FA4C',40.82624,-74.47995,b'Morris Plains NJ',b'The Dillinger Escape Plan',b'Miss Machine',223365,b'SOBBUGU12A8C13E95D',0.6665278462297023,b'Setting Fire to Sleeping Giants',0.0,207.77751,0.061,0.0,7,0.381,-4.264,1,0.453,204.696,166.862,4,0.0,b'TRAACER128F4290F96',2004
0.43541581815506936,0.3062422642462862,b'AR47JEX1187B995D81',37.83721,-94.35868,b'Nevada MO',b'SUE THOMPSON',b'Sue Thompson - Her Very Best',652784,b'SOBLGCN12AB0183212',0.4952936212921635,b'James (Hold The Ladder Steady)',0.0,124.86485,0.0,0.0,10,0.697,-12.332,1,0.541,115.74,137.522,4,0.0,b'TRAACFV128F935E50B',1985
0.6090637000310501,0.3636513650591166,b'ARGIWFO1187B9B55B7',nan,nan,b'',b'Five Bolt Main',b'Live',45730,b'SOPSWQW12A6D4F8781',0.37598430150044215,b'Made Like This (Live)',0.0,225.09669,0.0,0.0,7,0.53,-5.908,1,0.512,225.097,164.672,1,0.0,b'TRAACHN128F1489601',0
0.5505136978482137,0.42270564102939107,b'ARNTLGG11E2835DDB9',nan,nan,b'',b'Clp',b'Strictly Confidential',672016,b'SOZQDIU12A58A7BCF6',nan,b'Superconfidential',0.0,338.31138,0.0,0.0,6,0.687,-6.486,0,0.486,338.311,125.006,4,1.0,b'TRAACIW12903CC0F6D',0
0.4597971288376104,0.3499126116745628,b'ARDNS031187B9924F0',32.67828,-83.22295,b'Georgia',b'Tim Wilson',b'The Real Twang Thang',160881,b'SONYPOM12A8C13B2D7',nan,b'I Think My Wife Is Running Around On Me (Taco Hell)',0.0,186.48771,1.083,0.0,5,0.762,-4.516,1,0.539,175.467,90.022,1,0.971,b'TRAACLV128F427E123',2005
0.5888271005018058,0.3796711247498673,b'AROUOZZ1187B9ABE51',40.79195,-73.94512,b'New York NY [Spanish Harlem]',b'Willie Bobo',b"Willie Bobo's Finest Hour",59744,b'SOBZBAZ12A6D4F8742',nan,b'Spanish Grease',0.0,168.25424,0.2,0.0,8,0.812,-9.616,1,0.736,161.89,127.025,4,0.792,b'TRAACNS128F14A2DF5',1997
0.3964552539172961,0.2992303679293693,b'ARH4Z031187B9A71F2',40.73197,-74.17418,b'Newark NJ',b'Faye Adams',b'Shake A Hand',373723,b'SOVYKGO12AB0187199',0.0,b'Crazy Mixed Up World',0.0,156.39465,0.562,0.0,8,0.569,-18.051,1,0.495,150.634,95.957,3,0.689,b'TRAACOW128F933E35F',1961
0.7068276713044582,0.4161730646266773,b'ARB29H41187B98F0EF',41.88415,-87.63241,b'Chicago',b'Terry Callier',b'Occasional Rain',228326,b'SOGNCJP12A58A80271',0.4137398358601097,b'Do You Finally Need A Friend',0.0,342.56934,0.063,0.0,6,0.381,-11.939,1,0.538,333.154,110.189,3,0.353,b'TRAACPE128F421C1B9',1972
0.5605579839038146,0.45278947675222264,b'AR1Y2PT1187FB5B9CE',27.94017,-82.32547,b'Brandon',b'John Wesley',b'The Emperor Falls',463514,b'SOLLHMX12AB01846DC',0.3775316449767025,b'The Emperor Falls',0.0,484.62322,28.172,0.0,4,0.283,-15.335,0,0.363,480.363,138.007,4,0.893,b'TRAACQT128F9331780',0
0.6408071019636729,0.4182165181949368,b'ARAJPHH1187FB5566A',40.7038,-73.83168,b'Queens NY',b'The Shangri-Las',b'Best of The Shangri-Las',643400,b'SOYTPEP12AB0180E7B',0.4432913119053975,b'Twist and Shout',0.0,164.80608,0.0,0.0,10,0.254,-10.922,1,0.042,156.177,130.1,1,0.0,b'TRAACSL128F93462F4',1964
0.5237146369702328,0.3846110839616365,b'AR0RCMP1187FB3F427',30.08615,-94.10158,b'Beaumont TX',b'Billie Jo Spears',b'20 Of Her Best',663761,b'SOGXHEG12AB018653E',0.0,b'It Makes No Difference Now',0.0,133.32853,0.0,0.0,4,0.384,-9.983,1,0.402,130.009,160.839,1,0.0,b'TRAACTB12903CAAF15',1992
0.7936050803712417,0.42631795640769016,b'AREBBGV1187FB523D2',nan,nan,b'Houston TX',b"Mike Jones (Featuring CJ_ Mello & Lil' Bran)",b'Who Is Mike Jones?',12882,b'SOOLYAZ12A6701F4A6',nan,b'Laws Patrolling (Album Version)',0.0,173.66159,0.0,0.0,7,0.299,-7.762,1,0.464,164.908,41.993,1,0.0,b'TRAACVS128E078BE39',0
0.5015447771039371,0.39273367554668775,b'ARGUVEV1187B98BA17',nan,nan,b'',b'Sierra Maestra',b'Tibiri Tabara',270281,b'SOGOSOV12AF72A285E',nan,b'\xc2\xbfD\xc3\xb3nde va Chichi?',0.0,313.12934,0.0,0.0,9,0.724,-9.512,1,0.364,307.688,189.646,3,0.674,b'TRAACZK128F4243829',1997
0.8093237930019529,0.48801984168567314,b'ARPQ4Z01187FB3A736',29.42449,-98.49462,b'San Antonio TX',b'Butthole Surfers',b'Piouhgd + Widowermaker!',244586,b'SOJXVAH12A8C139700',0.593943075901947,b'Barking Dogs (From "Piouhgd")',0.0,450.84689,0.467,0.0,4,0.726,-9.063,0,0.367,426.104,130.586,4,0.42,b'TRAADDS128F425C68B',0
0.632559542284651,0.41168895978577885,b'ARNQAVF11F4C844C04',nan,nan,b'',b'Despina Vandi',b'Profities',157648,b'SOVXMTN12A8C135A18',nan,b'OUTE ENA EFHARISTO',0.0,303.09832,0.067,0.0,8,0.532,-8.879,0,0.516,294.818,128.292,4,0.83,b'TRAADED128F42741FD',0
0.5975412179723806,0.38265197113973687,b'ARXUT4W1187FB48BEB',nan,nan,b'',b'Javier Navarrete',b'Cracks',644631,b'SORSECL12AB0182267',0.3943948561005826,b'Midnight Swim',0.0,128.83546,0.0,0.0,3,0.0,-17.699,1,0.251,121.423,90.932,3,1.0,b'TRAADEV128F9348C0A',0
0.49544592177023467,0.294861261887382,b'ARDD1RC1187B9B52B4',nan,nan,b'',b'Jacob Young',b'Pieces Of Time',730551,b'SOOGFBZ12AC3DF7FF2',0.0,b'In A Subtle Way',0.0,456.30649,0.241,0.0,1,0.611,-19.478,1,0.546,451.315,89.667,4,0.747,b'TRAADHS12903CE70A9',0
0.5278650761586818,0.3931219335710068,b'ARLGWFM1187FB4AC9F',34.05349,-118.24532,b'California - LA',b"Scarlet's Remains",b'The Palest Grey',709879,b'SOMSBGZ12AB018C4CB',0.450992311636255,b'Spin',0.0,198.73914,0.0,0.0,7,0.673,-7.469,1,0.579,193.016,115.061,4,0.731,b'TRAADIV12903CB15C1',2007
0.6686745328613157,0.4675384440100101,b'ARWYVP51187B98C516',42.33168,-83.04792,b'Detroit MI',b'The Suicide Machines',b'A Match & Some Gasoline',706005,b'SONYRZV12AB018AF70',0.5287824809425877,b'Burning In The Aftermath',0.0,95.68608,0.0,0.0,2,0.421,-2.022,1,0.589,87.806,115.887,4,0.744,b'TRAADLH12903CA70EE',2003
0.8148296561331122,0.7357656929506414,b'ARFCUN31187B9AD578',51.50632,-0.12714,b'London England',b'The Rolling Stones',b"Jump Back - The Best Of The Rolling Stones_ '71-'93",42595,b'SONQBUB12A6D4F8ED0',0.8344926198909054,b'Angie (1993 Digital Remaster)',0.0,271.49016,0.171,0.0,9,0.301,-10.358,0,0.392,263.784,139.333,1,0.0,b'TRAADLN128F14832E9',0
0.4823560425909108,0.3500785789894733,b'AR6YDKV1187B989230',nan,nan,b'',b'Roberto Torres',b'Lo Mejor con La Orq. Broadway',782470,b'SOHGKJW12AC468A8BD',0.0,b'Sabor Guajiro',0.0,226.66404,0.311,0.0,0,0.863,-12.716,1,0.671,219.51,117.271,4,0.453,b'TRAADLR12903CF8D7E',0
0.6610801676039384,0.4427658420289504,b'ARV1JVD1187B9AD195',35.91463,-79.05661,b'Chapel Hill NC',b'Loudon Wainwright III',b'Grown Man',28723,b'SOINBCU12A6D4F94C0',0.5101193140330347,b'Human Cannonball',0.0,190.48444,0.258,0.0,3,0.544,-15.663,1,0.596,177.029,102.428,4,0.496,b'TRAADLX128F1469250',1995
0.7011808736075507,0.4666288889016846,b'AR7TTS41187B9B42D3',34.36401,-89.51877,b'Oxford MS',b'R.L. Burnside',b'A Bothered Mind',557761,b'SOTWVQT12A58A79650',0.48213758506501503,b'Glory Be',0.0,277.78567,0.24,0.0,2,0.0,-6.944,1,0.0,267.453,89.984,4,0.0,b'TRAADMH128F9343E59',2004
0.7337989404362274,0.544257505724526,b'ART3O5Z1187B9AB043',32.77815,-96.7954,b'Dallas TX',b'Stevie Ray Vaughan',b'Greatest Hits',417945,b'SOTSEJY12AB0180F56',nan,b'Crossfire',0.0,248.78975,0.183,0.0,1,0.754,-7.805,1,0.597,246.19,116.721,4,0.522,b'TRAADNA128F9331246',1992
0.5906929179471623,0.45281783769711387,b'AR5U94U1187FB5CDCF',nan,nan,b'',b'John Hammond',b'Bluesman',575531,b'SOTSETT12AB01863B8',nan,b"I Can't Be Satisfied",0.0,195.3171,0.0,0.0,7,0.98,-10.7,1,0.753,187.617,123.142,4,0.678,b'TRAADOF12903CAA1C1',2002
0.6653221619060184,0.3942171989010042,b'ARRJNTE1187FB44E12',nan,nan,b'',b'Casiotone For The Painfully Alone',b'Etiquette',234425,b'SOTUNMH12A6D4FA3E6',0.7858922883883538,b'Nashville Parthenon',0.0,175.72526,0.734,0.0,0,0.522,-10.93,1,0.474,168.699,141.919,4,0.445,b'TRAADQX128F422B4CF',2006
0.5040756699303163,0.3345773601190987,b'AR6IRG41187B9A4D98',52.51607,13.37698,b'Berlin Germany',b'Ec8or',b'Ec8or',505301,b'SOEPPKB12AB018418B',nan,b'Cocain Ducks',0.0,217.23383,1.042,0.0,10,0.005,-9.493,0,0.305,213.496,95.596,4,1.0,b'TRAADRN128F932D607',1995
0.717670524728552,0.4793084593382274,b'ARS1OWB1187B99EEAD',nan,nan,b'New York NY',b'The New York Dolls',b'Too Much Too Soon',74655,b'SOGKIWV12A6D4F86C4',0.5616924111789523,b'Human Being',0.0,344.05832,0.068,0.0,11,0.425,-9.253,1,0.486,335.029,154.953,1,0.0,b'TRAADVH128EF34DE7A',1974
0.6697261875661445,0.42791424698295477,b'ARGMXQW1187FB54C34',-23.56287,-46.65466,b'Sao Paulo Brazil',b'Eliane Elias',b'Bossa Nova Stories',322532,b'SOPHYIS12AAF3B35A3',0.4348380902608562,b'The More I See You',0.0,251.42812,0.071,0.0,7,0.391,-12.009,1,0.319,237.598,86.091,5,0.551,b'TRAADYB128F92D7E73',2009
0.5697411522818971,0.41224060053560735,b'AROEL1B1187B988B90',nan,nan,b'South Jamaica Queens',b'Lost Boyz',b'Love_ Peace & Nappiness',14592,b'SOFHBAR12A6701D0FE',0.4051157216913865,b'Certain Things We Do',0.0,269.7922,0.218,0.0,7,0.715,-11.043,1,0.614,257.416,90.218,4,1.0,b'TRAADYI128E078FB38',1997
0.6400483571565447,0.40439264015477133,b'AR8W8DN1187FB35ED0',34.05349,-118.24532,b'Los Angeles CA',b'The Germs',b'Germicide',515081,b'SOCPRKM12AB018A2FD',nan,b'Forming',0.0,206.05342,0.0,0.0,11,0.641,-11.506,0,0.597,206.053,133.144,1,0.0,b'TRAAEAM128F934B199',1977
0.3977728757878008,0.38347574490669173,b'ARUWLCL1187FB549B8',nan,nan,b'',b'Yamandu Costa',b'Mafu\xc3\xa1',765750,b'SOFGHAM12AB0186412',nan,b'Mafu\xc3\xa1',0.0,190.04036,0.0,0.0,2,0.105,-14.179,1,0.433,176.924,205.317,4,0.0,b'TRAAEDJ12903CCE390',0
0.643182772912233,0.500691340913453,b'AR3793X1187FB50CB3',nan,nan,b'Middlesbrough England',b'Chris Rea',b'The Road To Hell Part 2',17220,b'SODHVES12A6701CE6B',0.767727748373397,b'Driving Home For Christmas',0.0,241.162,0.549,0.0,9,0.222,-8.531,1,0.403,230.342,180.149,4,0.0,b'TRAAEEH128E0795DFE',1986
0.4114210482617737,0.3384148184832545,b'ARINEWW1187FB5577E',nan,nan,b'',b'Perrey And Kingsley',b'Vanguard Visionaries',617077,b'SOXIATP12AAF3B2184',0.4348380902608562,b'Spooks In Space',0.0,122.64444,0.99,0.0,0,0.61,-8.541,0,0.489,109.627,102.538,4,0.869,b'TRAAELO128F9302DD1',1966
0.7510076200369779,0.5236990777653908,b'ARDGB6U1187FB3AD07',51.50632,-0.12714,b'London England',b'Eurythmics',b'Be Yourself Tonight',278999,b'SOGNQWU12A8AE4868F',0.38293509007501925,b'Tous Les Gar\xc3\xa7ons Et Les Filles',0.0,207.0722,2.583,0.0,0,0.442,-6.629,1,0.371,202.757,84.164,4,0.853,b'TRAAEMJ128F425A917',1985
0.548585130198109,0.3835242473277272,b'AR2J2WF1187FB46271',54.48303,-3.53444,b'Egremont Cumbria England',b'Francis Dunnery',b'Hometown 2001',19601,b'SOYQOFI12A6D4F76E1',0.6104742577715245,b'Too Much Saturn',0.0,300.79955,0.0,0.0,7,0.666,-13.33,1,0.658,298.347,124.175,4,0.698,b'TRAAENC128F1451DE9',1995
0.7493178009614533,0.48165586241245567,b'ARUI8651187B9ACF52',nan,nan,b'Garnant Wales',b'John Cale',b'Eat / Kiss: Music For The Films By Andy Warhol',38599,b'SOVOLGY12A6D4F822B',0.2265553139555314,b'Movement 4 [from Kiss] (Album Version)',0.0,228.46649,0.0,0.0,7,0.458,-12.412,1,0.602,228.466,137.004,1,0.0,b'TRAAENP128F147BF32',1997
0.6319466659983671,0.3807045358244573,b'AR89DTT1187B9A7ED5',37.77916,-122.42005,b'California - SF',b'Suzanne Ciani',b'The Ultimate Most Relaxing New Age Piano in the Universe',619882,b'SOMZCVH12AB0182B8E',0.4159831182884585,b'Stream',0.0,239.59465,0.311,0.0,7,0.527,-21.552,1,0.613,236.507,106.33,4,0.526,b'TRAAEOU128F9309DE0',0
0.6539378209700205,0.3968558693253486,b'ARMD0G81187B99A519',nan,nan,b'',b'Vickie Winans',b'Classic Gold: Best of All',618615,b'SONXJBL12AAF3B2C0C',nan,b'Make Me Over',0.0,228.93669,0.338,0.0,11,0.172,-8.686,0,0.369,219.574,107.961,4,1.0,b'TRAAERU128F930674F',0
0.6683706115518646,0.45755390983649336,b'AR0VZWC1187B99BA57',-37.81753,144.96715,b'Melbourne Australia',b'The Berzerker',b'The Berzerker',681639,b'SOYWZTU12AB0180E26',0.0,b'Deform (live)',0.0,165.61587,2.171,0.0,1,0.108,-6.222,1,0.256,165.616,174.287,3,0.132,b'TRAAEUB12903CDD3EA',2000
0.8457688664485438,0.7888059351620142,b'ARF2EHS1187B994F4E',36.16778,-86.77836,b'Nashville Tennessee',b'Kings Of Leon',b'Holy Roller Novocaine',449471,b'SOLGHDZ12AB0183B11',0.6859402266976852,b'Wicker Chair',0.0,187.92444,0.328,0.0,0,0.612,-5.907,1,0.735,180.344,116.823,4,0.347,b'TRAAEWG128F930B3A4',2003
0.40745564385201366,0.30004649036641506,b'ARZKRD01187FB45FD2',nan,nan,b'',b'Edith Lefel',b'Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel)',321356,b'SOTNTNJ12AAA15FBD6',0.0,b"An ti chans'",0.0,276.50567,0.299,0.0,0,0.29,-4.638,1,0.389,261.956,101.972,4,1.0,b'TRAAEXM128F92D47C8',0
0.46017132366610164,0.18931487775261457,b'ARK4H5K1187B992F74',nan,nan,b'',b'Taras',b'I Will Love Again',530141,b'SOXZXXV12AAF3B3A67',nan,b"I Will Love Again (JJ's Club Radio)",0.0,200.25424,0.0,0.0,11,0.056,-5.884,0,0.283,194.844,127.97,4,0.0,b'TRAAFEB128F92F8694',0
0.7788167165625715,0.5542914890128156,b'AR06EB01187FB40150',nan,nan,b'Berkeley CA',b'NOFX',b'White Trash ......',104765,b'SOPIKEG12A58291636',0.6712360269845353,b'Stickin In My Eye',0.0,144.50893,0.237,0.0,4,0.093,-7.787,0,0.423,140.057,152.622,4,0.358,b'TRAAFJW128F428A424',1992
0.43588984708830425,0.26803783963074496,b'ARKPDBH1242077DEB1',nan,nan,b'',b'Murskahumppa',b'Murskapunkkia',695158,b'SOIRNBO12AC468D207',nan,b'Ota kiinni',0.0,285.17832,0.0,0.0,7,0.379,-8.488,1,0.401,275.853,110.787,3,1.0,b'TRAAFKJ12903D02552',0
0.7111657865776896,0.46682699252718746,b'ARBJSO81187B9BA09B',nan,nan,b'',b'Soda Stereo',b'Canci\xc3\xb3n Animal',509770,b'SOSBDSF12AB0189007',0.6261657596688281,b'Entre Can\xc3\xadbales',0.0,246.69995,0.322,0.0,7,0.161,-9.603,1,0.205,224.049,112.903,4,1.0,b'TRAAFMS128F933AB23',1990
0.44316239759770826,0.3004544598123077,b'ARRC2JF1187B9B6A93',-24.9162,133.39311,b'AUSTRALIA',b'Bruce Rowland',b'The Man from Snowy River',223779,b'SOIJXXM12A8C1416D6',0.0,b'Rosemary Recalls',0.0,84.03546,0.328,0.0,7,0.469,-26.266,1,0.591,75.79,115.642,4,0.44,b'TRAAFON128F42926FB',1985
0.4004335134580979,0.26627528554651025,b'ARNIFX51187FB418EA',nan,nan,b'',b'Xcultures',b'One World One People',466577,b'SOHMMMC12AB0181C42',0.1992382620006783,b'Sudanese Dance',0.0,273.52771,2.177,0.0,1,0.652,-6.305,1,0.694,268.893,125.013,4,1.0,b'TRAAFRU128F9339158',2000
0.47736475248353516,0.33750728916593725,b'ARCCRTI11F4C845308',nan,nan,b'',b'White Heart',b'Tales Of Wonder',148547,b'SOVJXVJ12A8C13517D',0.26586104921065007,b'Where The Thunder Roars (Tales Of Wonder Album Version)',0.0,298.84036,19.093,0.0,5,0.596,-9.998,1,0.567,289.46,113.277,4,0.872,b'TRAAFSM128F425A2C5',0
0.6178701163443497,0.36366811024462387,b'ARNVH8S1187FB52F86',18.11526,-77.27348,b'Jamaica West Indies',b'Heavy D / McGruff',b'Waterbed Hev',423012,b'SOFZCTA12AB0188D8F',0.23773394162247466,b'Wanna Be A Player',0.0,161.38404,0.165,0.0,5,0.665,-9.161,0,0.606,161.384,96.979,4,0.895,b'TRAAFUJ128F933F42B',1997
0.7446412459327763,0.5799889824287546,b'ARNLO5S1187B9B80CC',nan,nan,b'Pasadena CA',b'Van Halen',b'The Best Of Both Worlds',7133,b'SOLRYQR12A670215BF',0.8244821296824321,b'Panama (Remastered Album Version)',0.0,209.29261,0.0,0.0,8,0.455,-4.865,1,0.48,206.623,140.995,1,0.41,b'TRAAFYL128E07856A7',0
0.845601886640232,1.0059419659547393,b'ARTDQRC1187FB4EFD4',nan,nan,b'Los Angeles CA',b'Black Eyed Peas',b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness',358442,b'SOCHRXB12A8AE48069',0.6244254932707666,b"Let's Get It Started",0.0,229.61587,0.0,0.0,11,0.205,-4.882,0,0.332,213.664,105.206,4,1.0,b'TRAAGCZ128F93210FD',2004
0.9057768886660886,0.5984585009824434,b'ARK9TRQ1187B99C095',41.50471,-81.69074,b'Cleveland OH',b'Nine Inch Nails',b'Things Falling Apart',15567,b'SOKBBXO12A6701DEA0',0.6355366486226686,b'Metal',0.0,426.89261,0.286,0.0,0,0.05,-12.951,0,0.395,399.9,63.017,4,0.378,b'TRAAGEC128E079252C',2000
